id,generic_name,form,dosage,available,sale_type,price_tnd,lang
MED02032,هيدروكورتيزون,محلول فموي,100 µg/dose,لا,بوصفة طبية,57.04,ar
MED02233,كلوتريمازول,كريم,1000 mg,نعم,بوصفة طبية,10.58,ar
MED04121,أسيكلوفير,شراب,300 mg,لا,بدون وصفة,7.44,ar
MED03236,راميبريل,مرهم,40 mg,لا,بوصفة طبية,43.99,ar
MED00255,بانتوبرازول,حقن,100 mg,نعم,بوصفة طبية,21.0,ar
MED01030,حديد (حديدوز),شراب,250 mg,لا,بوصفة طبية,40.77,ar
MED04393,أزيثروميسين,محلول فموي,250 mg,لا,بوصفة طبية,13.33,ar
MED03801,أسيكلوفير,حقن,100 µg/dose,نعم,بدون وصفة,53.01,ar
MED04311,إنسولين جلارجين,معلق فموي,1 %,لا,بوصفة طبية,54.85,ar
MED02510,إسيتالوبرام,كريم,40 mg,نعم,بوصفة طبية,31.0,ar
MED02293,فيتامين د3,شراب,5 mg/ml,لا,بوصفة طبية,13.69,ar
MED01324,سيتيريزين,شراب,1 %,نعم,بوصفة طبية,23.94,ar
MED01551,كليندامايسين,قرص,850 mg,لا,بوصفة طبية,53.34,ar
MED04648,بانتوبرازول,مرهم,1 %,نعم,بوصفة طبية,11.49,ar
MED00316,أمبروكسول,قرص,10 mg,لا,بدون وصفة,33.56,ar
MED01243,كيتوبروفين,كريم,400 mg,نعم,بدون وصفة,46.3,ar
MED02451,إنسولين جلارجين,مرهم,100 µg/dose,لا,بوصفة طبية,63.5,ar
MED01579,إسيتالوبرام,حقن,850 mg,لا,بوصفة طبية,88.43,ar
MED04626,أسيكلوفير,كريم,40 mg,نعم,بوصفة طبية,59.72,ar
MED03117,إنسولين سريع المفعول,كريم,1000 mg,نعم,بوصفة طبية,33.05,ar
MED00070,أموكسيسيلين,معلق فموي,850 mg,نعم,بوصفة طبية,59.57,ar
MED00860,أتورفاستاتين,كبسولة,200 mg,لا,بوصفة طبية,48.53,ar
MED02754,فلوكسيتين,مرهم,100 mg,لا,بوصفة طبية,7.03,ar
MED01633,سبيرونولاكتون,كريم,200 mg,نعم,بوصفة طبية,15.41,ar
MED01651,بروبرانولول,حقن,20 mg,نعم,بوصفة طبية,46.8,ar
MED03861,فيتامين د3,مرهم,850 mg,نعم,بوصفة طبية,26.43,ar
MED03107,لوسارتان,محلول فموي,20 mg,لا,بوصفة طبية,61.05,ar
MED01075,لوراتادين,كريم,200 mg,نعم,بوصفة طبية,52.19,ar
MED04002,ديازيبام,كبسولة,250 mg,نعم,بوصفة طبية,20.42,ar
MED00788,كيتوبروفين,معلق فموي,200 mg,نعم,بوصفة طبية,14.77,ar
MED02606,راميبريل,معلق فموي,250 mg,لا,بوصفة طبية,61.44,ar
MED03631,رانيتيدين,كبسولة,1 %,نعم,بدون وصفة,40.27,ar
MED02122,أموكسيسيلين,كبسولة,850 mg,نعم,بوصفة طبية,6.57,ar
MED01875,نيستاتين,بخاخ,400 mg,لا,بدون وصفة,58.26,ar
MED00812,أمبروكسول,بخاخ,400 mg,لا,بوصفة طبية,86.18,ar
MED00388,أتورفاستاتين,كبسولة,250 mg,نعم,بدون وصفة,58.4,ar
MED02883,جليكلازيد,مرهم,40 mg,نعم,بدون وصفة,7.42,ar
MED01176,إسيتالوبرام,كريم,5 mg,لا,بوصفة طبية,28.85,ar
MED03198,سيبروفلوكساسين,قرص,5 mg/ml,لا,بوصفة طبية,17.61,ar
MED02624,سيتيريزين,بخاخ,40 mg,لا,بدون وصفة,43.64,ar
MED01352,دوكسيسيكلين,شراب,100 mg,نعم,بوصفة طبية,18.25,ar
MED00411,باراسيتامول,كبسولة,200 mg,لا,بدون وصفة,24.69,ar
MED04213,أملوديبين,قرص,250 mg,نعم,بوصفة طبية,55.68,ar
MED00110,أموكسيسيلين,كبسولة,2 %,نعم,بوصفة طبية,55.33,ar
MED04996,لوسارتان,محلول فموي,2 %,نعم,بوصفة طبية,40.32,ar
MED03430,برومهيكسين,معلق فموي,200 mg,لا,بدون وصفة,3.05,ar
MED02810,إنسولين جلارجين,محلول فموي,1000 mg,لا,بوصفة طبية,54.84,ar
MED02595,أزيثروميسين,كبسولة,1000 mg,لا,بوصفة طبية,8.65,ar
MED02837,حمض أسيتيل الساليسيليك (أسبرين),كريم,850 mg,نعم,بوصفة طبية,9.55,ar
MED02373,سبيرونولاكتون,قرص,20 mg,لا,بوصفة طبية,72.21,ar
MED01236,هيدروكورتيزون,محلول فموي,2 %,نعم,بوصفة طبية,56.32,ar
MED02147,مغنيسيوم,معلق فموي,2 %,لا,بدون وصفة,51.82,ar
MED04976,دوكسيسيكلين,مرهم,400 mg,نعم,بوصفة طبية,36.86,ar
MED00600,إنسولين سريع المفعول,بخاخ,2 %,نعم,بوصفة طبية,87.01,ar
MED01435,سالبوتامول,بخاخ,300 mg,لا,بوصفة طبية,67.34,ar
MED04997,فلوكسيتين,بخاخ,1 %,نعم,بوصفة طبية,20.83,ar
MED00539,غوايفينيسين,محلول فموي,20 mg,نعم,بدون وصفة,12.33,ar
MED00722,أموكسيسيلين,قرص,500 mg,نعم,بوصفة طبية,64.26,ar
MED04411,بانتوبرازول,شراب,1 %,لا,بوصفة طبية,7.54,ar
MED01873,دوكسيسيكلين,مرهم,300 mg,لا,بوصفة طبية,19.29,ar
MED02846,نيستاتين,شراب,400 mg,لا,بدون وصفة,38.09,ar
MED02054,حديد (حديدوز),معلق فموي,20 mg,لا,بدون وصفة,44.07,ar
MED02908,ديكلوفيناك,بخاخ,250 mg,لا,بوصفة طبية,94.76,ar
MED02255,نيستاتين,بخاخ,200 mg,نعم,بدون وصفة,78.8,ar
MED03913,أمبروكسول,بخاخ,40 mg,لا,بدون وصفة,86.25,ar
MED00178,حمض الفوليك,كريم,250 mg,نعم,بدون وصفة,61.75,ar
MED02891,ديازيبام,كريم,100 mg,لا,بوصفة طبية,12.76,ar
MED03674,حديد (حديدوز),شراب,100 mg,لا,بدون وصفة,12.06,ar
MED00081,باراسيتامول,شراب,1 %,لا,بدون وصفة,52.94,ar
MED02562,برومهيكسين,حقن,250 mg,نعم,بوصفة طبية,20.82,ar
MED01724,حمض الفوليك,كبسولة,500 mg,لا,بدون وصفة,22.5,ar
MED01618,فوروسيميد,قرص,1 %,نعم,بوصفة طبية,67.48,ar
MED01655,إنسولين جلارجين,شراب,500 mg,لا,بوصفة طبية,59.96,ar
MED02329,رانيتيدين,محلول فموي,200 mg,لا,بدون وصفة,53.61,ar
MED04614,أتورفاستاتين,شراب,100 µg/dose,لا,بوصفة طبية,57.87,ar
MED00222,إنسولين جلارجين,قرص,5 mg/ml,نعم,بوصفة طبية,8.28,ar
MED00094,أمبروكسول,شراب,300 mg,نعم,بوصفة طبية,57.58,ar
MED02610,هيدروكورتيزون,شراب,1 %,لا,بوصفة طبية,7.7,ar
MED03383,أسيكلوفير,مرهم,100 mg,لا,بدون وصفة,41.83,ar
MED04416,أملوديبين,محلول فموي,1 %,نعم,بوصفة طبية,27.7,ar
MED01398,روسوفاستاتين,بخاخ,850 mg,نعم,بوصفة طبية,4.17,ar
MED04687,فلوكسيتين,مرهم,500 mg,نعم,بوصفة طبية,17.44,ar
MED01293,بانتوبرازول,حقن,10 mg,نعم,بوصفة طبية,64.02,ar
MED02165,إنسولين NPH,محلول فموي,250 mg,لا,بوصفة طبية,47.97,ar
MED02940,هيدروكورتيزون,محلول فموي,200 mg,لا,بدون وصفة,31.01,ar
MED03669,إنسولين NPH,شراب,40 mg,نعم,بوصفة طبية,46.99,ar
MED00813,راميبريل,مرهم,100 mg,نعم,بوصفة طبية,24.91,ar
MED01259,هيدروكورتيزون,شراب,1 %,نعم,بوصفة طبية,3.14,ar
MED00890,دوكسيسيكلين,كبسولة,100 mg,نعم,بوصفة طبية,33.35,ar
MED01452,هيدروكورتيزون,معلق فموي,5 mg,نعم,بدون وصفة,23.33,ar
MED03317,كليندامايسين,كبسولة,2 %,نعم,بوصفة طبية,54.77,ar
MED02560,راميبريل,محلول فموي,300 mg,نعم,بوصفة طبية,61.33,ar
MED03575,إيبوبروفين,معلق فموي,100 mg,نعم,بوصفة طبية,41.76,ar
MED02681,زنك,شراب,500 mg,لا,بدون وصفة,51.82,ar
MED04652,أزيثروميسين,كريم,1000 mg,لا,بوصفة طبية,8.38,ar
MED04812,بانتوبرازول,شراب,200 mg,لا,بوصفة طبية,49.83,ar
MED04680,راميبريل,معلق فموي,200 mg,نعم,بوصفة طبية,59.52,ar
MED02965,سبيرونولاكتون,قرص,1000 mg,لا,بوصفة طبية,3.73,ar
MED02673,لوسارتان,قرص,200 mg,لا,بوصفة طبية,58.98,ar
MED00562,راميبريل,معلق فموي,250 mg,نعم,بوصفة طبية,4.66,ar
MED02779,إيبوبروفين,قرص,2 %,نعم,بدون وصفة,38.05,ar
MED02949,ميتفورمين,بخاخ,5 mg/ml,نعم,بوصفة طبية,6.45,ar
MED02818,نيستاتين,قرص,100 mg,نعم,بدون وصفة,66.95,ar
MED02759,جليكلازيد,بخاخ,100 mg,لا,بدون وصفة,28.59,ar
MED01757,أملوديبين,مرهم,300 mg,نعم,بوصفة طبية,30.47,ar
MED00725,راميبريل,مرهم,100 mg,لا,بوصفة طبية,38.87,ar
MED00220,فيتامين د3,حقن,500 mg,لا,بوصفة طبية,10.25,ar
MED04140,هيدروكورتيزون,حقن,5 mg/ml,لا,بدون وصفة,81.68,ar
MED03958,هيدروكورتيزون,محلول فموي,5 mg,نعم,بدون وصفة,4.01,ar
MED01589,سيبروفلوكساسين,حقن,300 mg,لا,بوصفة طبية,80.04,ar
MED03348,هيدروكورتيزون,قرص,100 mg,نعم,بوصفة طبية,11.69,ar
MED03971,ديكلوفيناك,محلول فموي,2 %,نعم,بوصفة طبية,60.58,ar
MED04708,إسيتالوبرام,كبسولة,300 mg,لا,بوصفة طبية,4.08,ar
MED00044,كليندامايسين,معلق فموي,20 mg,نعم,بوصفة طبية,57.76,ar
MED03002,برومهيكسين,محلول فموي,500 mg,لا,بوصفة طبية,39.79,ar
MED00211,أسيكلوفير,مرهم,100 mg,لا,بوصفة طبية,25.66,ar
MED00678,فوروسيميد,قرص,1000 mg,لا,بوصفة طبية,51.02,ar
MED00355,سيتيريزين,محلول فموي,400 mg,نعم,بوصفة طبية,25.66,ar
MED01434,بريدنيزون,محلول فموي,200 mg,لا,بوصفة طبية,7.92,ar
MED00950,إيزيتيميب,حقن,20 mg,نعم,بوصفة طبية,56.79,ar
MED02844,بيسوبرولول,معلق فموي,20 mg,نعم,بوصفة طبية,2.24,ar
MED00578,كلوتريمازول,قرص,20 mg,لا,بدون وصفة,13.18,ar
MED03929,لوراتادين,بخاخ,1000 mg,لا,بدون وصفة,81.71,ar
MED00545,مغنيسيوم,بخاخ,400 mg,لا,بوصفة طبية,4.21,ar
MED00368,ديازيبام,شراب,200 mg,لا,بوصفة طبية,6.55,ar
MED01613,باراسيتامول,محلول فموي,1 %,لا,بدون وصفة,8.29,ar
MED03551,أموكسيسيلين,مرهم,1 %,نعم,بوصفة طبية,53.3,ar
MED03717,نيستاتين,مرهم,300 mg,لا,بوصفة طبية,55.24,ar
MED03780,إنسولين NPH,حقن,1000 mg,لا,بوصفة طبية,51.33,ar
MED00136,أملوديبين,مرهم,20 mg,نعم,بوصفة طبية,17.03,ar
MED04481,راميبريل,قرص,5 mg,لا,بوصفة طبية,6.89,ar
MED01438,روسوفاستاتين,قرص,850 mg,لا,بوصفة طبية,62.63,ar
MED00048,بانتوبرازول,حقن,400 mg,نعم,بوصفة طبية,51.81,ar
MED01361,أمبروكسول,حقن,2 %,لا,بوصفة طبية,77.34,ar
MED00735,إيبوبروفين,قرص,5 mg/ml,نعم,بوصفة طبية,24.5,ar
MED01535,إيزيتيميب,معلق فموي,100 mg,لا,بوصفة طبية,24.86,ar
MED02005,غوايفينيسين,بخاخ,40 mg,نعم,بوصفة طبية,91.6,ar
MED03796,لوسارتان,قرص,40 mg,نعم,بوصفة طبية,41.9,ar
MED02520,ميتفورمين,شراب,20 mg,لا,بوصفة طبية,20.84,ar
MED01973,بانتوبرازول,مرهم,100 mg,نعم,بوصفة طبية,23.91,ar
MED00997,فلوكسيتين,مرهم,5 mg/ml,نعم,بوصفة طبية,56.56,ar
MED00062,لوسارتان,معلق فموي,2 %,لا,بوصفة طبية,21.57,ar
MED01109,ديكلوفيناك,محلول فموي,1000 mg,نعم,بوصفة طبية,1.67,ar
MED02406,زنك,محلول فموي,5 mg/ml,نعم,بوصفة طبية,4.19,ar
MED00096,سالبوتامول,معلق فموي,300 mg,نعم,بوصفة طبية,12.48,ar
MED00479,كلوتريمازول,محلول فموي,250 mg,نعم,بوصفة طبية,53.31,ar
MED04360,فلوكسيتين,معلق فموي,850 mg,نعم,بوصفة طبية,4.96,ar
MED04113,ميتفورمين,حقن,10 mg,نعم,بوصفة طبية,14.33,ar
MED03708,كلوتريمازول,شراب,10 mg,نعم,بدون وصفة,35.29,ar
MED01102,أزيثروميسين,محلول فموي,850 mg,نعم,بوصفة طبية,15.94,ar
MED02747,زنك,محلول فموي,500 mg,نعم,بدون وصفة,21.66,ar
MED02171,حديد (حديدوز),مرهم,500 mg,لا,بدون وصفة,21.72,ar
MED00323,فيتامين د3,بخاخ,20 mg,نعم,بدون وصفة,83.35,ar
MED04255,سالبوتامول,حقن,250 mg,نعم,بوصفة طبية,74.9,ar
MED03143,ديكلوفيناك,مرهم,850 mg,لا,بوصفة طبية,10.66,ar
MED03538,روسوفاستاتين,بخاخ,20 mg,لا,بوصفة طبية,23.52,ar
MED04926,إيزيتيميب,كبسولة,5 mg,لا,بوصفة طبية,29.06,ar
MED02925,سبيرونولاكتون,كبسولة,10 mg,نعم,بوصفة طبية,58.48,ar
MED01150,باراسيتامول,حقن,250 mg,لا,بدون وصفة,45.8,ar
MED03618,بانتوبرازول,شراب,500 mg,لا,بوصفة طبية,41.41,ar
MED00292,روسوفاستاتين,حقن,850 mg,لا,بوصفة طبية,9.08,ar
MED03750,ديكلوفيناك,حقن,100 mg,لا,بوصفة طبية,32.92,ar
MED03587,كليندامايسين,كبسولة,20 mg,لا,بوصفة طبية,8.81,ar
MED00534,ديازيبام,مرهم,5 mg/ml,نعم,بوصفة طبية,26.42,ar
MED03608,كلوتريمازول,بخاخ,100 µg/dose,نعم,بوصفة طبية,78.67,ar
MED02649,مونتيلوكاست,كبسولة,300 mg,نعم,بدون وصفة,20.5,ar
MED04811,إيبوبروفين,بخاخ,2 %,لا,بوصفة طبية,17.27,ar
MED01984,أموكسيسيلين,مرهم,1000 mg,نعم,بوصفة طبية,25.16,ar
MED02933,أمبروكسول,قرص,2 %,نعم,بوصفة طبية,41.98,ar
MED01537,ديكلوفيناك,كريم,5 mg/ml,نعم,بوصفة طبية,9.77,ar
MED04535,سيتاجليبتين,مرهم,1 %,نعم,بوصفة طبية,43.51,ar
MED04173,أملوديبين,حقن,10 mg,نعم,بوصفة طبية,63.32,ar
MED03361,كيتوبروفين,قرص,500 mg,نعم,بوصفة طبية,42.68,ar
MED03666,مغنيسيوم,محلول فموي,2 %,لا,بدون وصفة,51.09,ar
MED04006,إنسولين سريع المفعول,بخاخ,40 mg,لا,بوصفة طبية,25.96,ar
MED03627,ديازيبام,بخاخ,1 %,لا,بوصفة طبية,82.39,ar
MED00587,ميتفورمين,شراب,300 mg,نعم,بوصفة طبية,30.47,ar
MED03257,أسيكلوفير,كبسولة,100 µg/dose,لا,بوصفة طبية,37.01,ar
MED02299,ديكلوفيناك,معلق فموي,400 mg,لا,بوصفة طبية,20.23,ar
MED03989,أزيثروميسين,حقن,5 mg/ml,لا,بوصفة طبية,5.8,ar
MED00585,ديازيبام,شراب,1000 mg,نعم,بوصفة طبية,56.17,ar
MED02424,كيتوبروفين,كبسولة,5 mg/ml,لا,بدون وصفة,30.52,ar
MED01392,إنسولين جلارجين,حقن,100 mg,نعم,بوصفة طبية,55.99,ar
MED04526,نيستاتين,شراب,40 mg,لا,بوصفة طبية,63.1,ar
MED04921,إنسولين سريع المفعول,حقن,200 mg,نعم,بوصفة طبية,56.3,ar
MED04801,ديازيبام,محلول فموي,100 µg/dose,نعم,بوصفة طبية,27.66,ar
MED03241,أتورفاستاتين,قرص,400 mg,نعم,بدون وصفة,49.29,ar
MED04282,زنك,كريم,200 mg,نعم,بوصفة طبية,14.3,ar
MED03339,أملوديبين,محلول فموي,1 %,نعم,بوصفة طبية,38.02,ar
MED03221,أسيكلوفير,قرص,300 mg,نعم,بدون وصفة,36.86,ar
MED02112,دوكسيسيكلين,شراب,1 %,لا,بوصفة طبية,23.73,ar
MED01175,كليندامايسين,قرص,850 mg,لا,بوصفة طبية,60.22,ar
MED04863,هيدروكورتيزون,قرص,100 µg/dose,لا,بدون وصفة,34.04,ar
MED03812,باراسيتامول,مرهم,2 %,لا,بدون وصفة,51.11,ar
MED01868,فيتامين د3,شراب,2 %,نعم,بوصفة طبية,52.06,ar
MED02615,زنك,بخاخ,300 mg,نعم,بدون وصفة,14.38,ar
MED03867,لوراتادين,حقن,300 mg,نعم,بوصفة طبية,55.79,ar
MED04886,كيتوبروفين,محلول فموي,850 mg,نعم,بدون وصفة,10.49,ar
MED03779,غوايفينيسين,حقن,2 %,نعم,بوصفة طبية,68.49,ar
MED03847,كليندامايسين,محلول فموي,300 mg,نعم,بوصفة طبية,49.12,ar
MED02417,أموكسيسيلين,شراب,1 %,نعم,بوصفة طبية,56.46,ar
MED00071,جليكلازيد,مرهم,100 µg/dose,لا,بدون وصفة,56.37,ar
MED04881,أملوديبين,كبسولة,400 mg,نعم,بوصفة طبية,63.19,ar
MED01127,حمض أسيتيل الساليسيليك (أسبرين),حقن,400 mg,نعم,بدون وصفة,19.2,ar
MED04025,أسيكلوفير,حقن,10 mg,نعم,بوصفة طبية,93.73,ar
MED03251,سيرترالين,معلق فموي,5 mg/ml,لا,بوصفة طبية,50.83,ar
MED03902,غوايفينيسين,قرص,2 %,لا,بوصفة طبية,6.45,ar
MED01096,إيبوبروفين,كبسولة,40 mg,لا,بدون وصفة,12.96,ar
MED04546,مونتيلوكاست,كبسولة,400 mg,لا,بدون وصفة,52.44,ar
MED00587,Metformin,Sirop,300 mg,Oui,Avec ordonnance,30.47,fr
MED03257,Aciclovir,Gélule,100 µg/dose,Non,Avec ordonnance,37.01,fr
MED02299,Diclofenac,Suspension orale,400 mg,Non,Avec ordonnance,20.23,fr
MED03989,Azithromycin,Injectable,5 mg/ml,Non,Avec ordonnance,5.8,fr
MED00585,Diazepam,Sirop,1000 mg,Oui,Avec ordonnance,56.17,fr
MED02424,Ketoprofen,Gélule,5 mg/ml,Non,Sans ordonnance,30.52,fr
MED01392,Insulin glargine,Injectable,100 mg,Oui,Avec ordonnance,55.99,fr
MED04526,Nystatin,Sirop,40 mg,Non,Avec ordonnance,63.1,fr
MED04921,Rapid-acting insulin,Injectable,200 mg,Oui,Avec ordonnance,56.3,fr
MED04801,Diazepam,Solution buvable,100 µg/dose,Oui,Avec ordonnance,27.66,fr
MED03241,Atorvastatin,Comprimé,400 mg,Oui,Sans ordonnance,49.29,fr
MED04282,Zinc,Crème,200 mg,Oui,Avec ordonnance,14.3,fr
MED03339,Amlodipine,Solution buvable,1 %,Oui,Avec ordonnance,38.02,fr
MED03221,Aciclovir,Comprimé,300 mg,Oui,Sans ordonnance,36.86,fr
MED02112,Doxycycline,Sirop,1 %,Non,Avec ordonnance,23.73,fr
MED01175,Clindamycin,Comprimé,850 mg,Non,Avec ordonnance,60.22,fr
MED04863,Hydrocortisone,Comprimé,100 µg/dose,Non,Sans ordonnance,34.04,fr
MED03812,Paracetamol,Pommade,2 %,Non,Sans ordonnance,51.11,fr
MED01868,Vitamin D3,Sirop,2 %,Oui,Avec ordonnance,52.06,fr
MED02615,Zinc,Inhalateur,300 mg,Oui,Sans ordonnance,14.38,fr
MED03867,Loratadine,Injectable,300 mg,Oui,Avec ordonnance,55.79,fr
MED04886,Ketoprofen,Solution buvable,850 mg,Oui,Sans ordonnance,10.49,fr
MED03779,Guaifenesin,Injectable,2 %,Oui,Avec ordonnance,68.49,fr
MED03847,Clindamycin,Solution buvable,300 mg,Oui,Avec ordonnance,49.12,fr
MED02417,Amoxicillin,Sirop,1 %,Oui,Avec ordonnance,56.46,fr
MED00071,Gliclazide,Pommade,100 µg/dose,Non,Sans ordonnance,56.37,fr
MED04881,Amlodipine,Gélule,400 mg,Oui,Avec ordonnance,63.19,fr
MED01127,Acetylsalicylic acid,Injectable,400 mg,Oui,Sans ordonnance,19.2,fr
MED04025,Aciclovir,Injectable,10 mg,Oui,Avec ordonnance,93.73,fr
MED03251,Sertraline,Suspension orale,5 mg/ml,Non,Avec ordonnance,50.83,fr
MED03902,Guaifenesin,Comprimé,2 %,Non,Avec ordonnance,6.45,fr
MED01096,Ibuprofen,Gélule,40 mg,Non,Sans ordonnance,12.96,fr
MED04546,Montelukast,Gélule,400 mg,Non,Sans ordonnance,52.44,fr
MED01213,Amoxicillin,Suspension orale,300 mg,Oui,Avec ordonnance,61.91,fr
MED03922,Losartan,Injectable,2 %,Oui,Avec ordonnance,52.7,fr
MED01426,Amlodipine,Suspension orale,5 mg/ml,Oui,Avec ordonnance,37.63,fr
MED03067,Aciclovir,Solution buvable,400 mg,Non,Avec ordonnance,19.86,fr
MED04520,Metformin,Sirop,5 mg,Non,Avec ordonnance,3.07,fr
MED02101,Nystatin,Sirop,100 µg/dose,Non,Sans ordonnance,51.01,fr
MED00808,Spironolactone,Injectable,5 mg,Non,Avec ordonnance,78.51,fr
MED04744,Furosemide,Comprimé,40 mg,Non,Avec ordonnance,68.56,fr
MED03751,Diclofenac,Pommade,200 mg,Non,Avec ordonnance,10.25,fr
MED01363,Folic acid,Comprimé,200 mg,Non,Avec ordonnance,51.34,fr
MED02318,Zinc,Gélule,500 mg,Non,Avec ordonnance,72.99,fr
MED04582,Ciprofloxacin,Suspension orale,200 mg,Oui,Avec ordonnance,37.5,fr
MED04742,Azithromycin,Sirop,850 mg,Non,Avec ordonnance,35.56,fr
MED01026,Folic acid,Injectable,2 %,Non,Avec ordonnance,17.29,fr
MED03110,Spironolactone,Sirop,2 %,Oui,Avec ordonnance,9.21,fr
MED02111,Ketoprofen,Injectable,250 mg,Oui,Sans ordonnance,89.48,fr
MED01042,Rapid-acting insulin,Injectable,1 %,Non,Avec ordonnance,15.25,fr
MED01877,Azithromycin,Comprimé,400 mg,Oui,Avec ordonnance,59.65,fr
MED00882,Fluoxetine,Injectable,1 %,Oui,Avec ordonnance,3.48,fr
MED04300,Clotrimazole,Solution buvable,1 %,Oui,Avec ordonnance,7.59,fr
MED01193,Zinc,Sirop,200 mg,Non,Sans ordonnance,2.35,fr
MED04588,Nystatin,Gélule,1 %,Oui,Sans ordonnance,21.7,fr
MED04511,Magnesium,Pommade,400 mg,Oui,Avec ordonnance,61.09,fr
MED03671,Hydrocortisone,Injectable,5 mg/ml,Non,Sans ordonnance,62.16,fr
MED00625,Insulin glargine,Comprimé,5 mg/ml,Non,Avec ordonnance,44.01,fr
MED02797,Vitamin D3,Inhalateur,400 mg,Non,Sans ordonnance,59.95,fr
MED04292,Furosemide,Gélule,2 %,Non,Avec ordonnance,4.12,fr
MED04969,Nystatin,Suspension orale,250 mg,Oui,Avec ordonnance,29.33,fr
MED00234,Sertraline,Pommade,100 mg,Non,Avec ordonnance,36.02,fr
MED04567,Prednisone,Solution buvable,10 mg,Non,Avec ordonnance,62.29,fr
MED01663,Naproxen,Solution buvable,20 mg,Non,Sans ordonnance,62.54,fr
MED00416,Zinc,Pommade,1 %,Oui,Sans ordonnance,28.72,fr
MED04247,Aciclovir,Suspension orale,5 mg,Non,Sans ordonnance,34.53,fr
MED02174,Doxycycline,Inhalateur,2 %,Oui,Avec ordonnance,25.32,fr
MED01457,Clindamycin,Inhalateur,400 mg,Oui,Avec ordonnance,4.96,fr
MED00747,Doxycycline,Crème,20 mg,Oui,Avec ordonnance,44.4,fr
MED00018,Prednisone,Suspension orale,250 mg,Oui,Avec ordonnance,37.0,fr
MED01201,Loratadine,Inhalateur,250 mg,Non,Avec ordonnance,8.91,fr
MED01700,Ramipril,Crème,850 mg,Oui,Avec ordonnance,28.29,fr
MED03254,Prednisone,Gélule,100 mg,Non,Avec ordonnance,18.62,fr
MED00597,Fluoxetine,Solution buvable,5 mg/ml,Non,Avec ordonnance,8.92,fr
MED03227,Propranolol,Solution buvable,400 mg,Oui,Avec ordonnance,22.12,fr
MED04406,Zinc,Injectable,500 mg,Oui,Sans ordonnance,85.54,fr
MED04720,Guaifenesin,Inhalateur,10 mg,Oui,Sans ordonnance,54.21,fr
MED01506,Atorvastatin,Sirop,10 mg,Non,Avec ordonnance,55.39,fr
MED01413,Acetylsalicylic acid,Pommade,5 mg/ml,Oui,Avec ordonnance,42.78,fr
MED01966,Rosuvastatin,Sirop,1 %,Non,Avec ordonnance,18.79,fr
MED00372,Diclofenac,Inhalateur,10 mg,Oui,Avec ordonnance,86.92,fr
MED01341,Ambroxol,Pommade,10 mg,Non,Avec ordonnance,45.08,fr
MED00599,Omeprazole,Pommade,10 mg,Non,Sans ordonnance,24.16,fr
MED00239,Clotrimazole,Suspension orale,40 mg,Oui,Sans ordonnance,14.1,fr
MED03401,Cetirizine,Crème,5 mg/ml,Oui,Avec ordonnance,61.18,fr
MED02068,Propranolol,Gélule,1 %,Non,Avec ordonnance,18.12,fr
MED00811,Aciclovir,Sirop,1 %,Non,Avec ordonnance,55.92,fr
MED01095,Doxycycline,Suspension orale,850 mg,Non,Avec ordonnance,57.89,fr
MED04325,Spironolactone,Suspension orale,100 µg/dose,Non,Avec ordonnance,23.84,fr
MED04761,Iron (ferrous),Solution buvable,250 mg,Oui,Avec ordonnance,53.49,fr
MED03677,Folic acid,Gélule,500 mg,Non,Avec ordonnance,72.95,fr
MED03465,Losartan,Gélule,1 %,Oui,Avec ordonnance,9.49,fr
MED03104,Diazepam,Suspension orale,2 %,Oui,Avec ordonnance,49.59,fr
MED02750,Insulin glargine,Solution buvable,300 mg,Oui,Avec ordonnance,46.67,fr
MED02296,Cetirizine,Comprimé,850 mg,Oui,Sans ordonnance,62.05,fr
MED04193,Paracetamol,Injectable,1000 mg,Oui,Sans ordonnance,82.54,fr
MED03709,Nystatin,Gélule,2 %,Oui,Avec ordonnance,79.54,fr
MED03019,Bromhexine,Suspension orale,300 mg,Oui,Avec ordonnance,57.68,fr
MED04253,Bisoprolol,Injectable,850 mg,Oui,Avec ordonnance,72.2,fr
MED00804,Bromhexine,Gélule,1 %,Non,Avec ordonnance,4.2,fr
MED04191,Hydrocortisone,Gélule,100 mg,Non,Avec ordonnance,25.33,fr
MED03706,Zinc,Suspension orale,40 mg,Non,Avec ordonnance,28.73,fr
MED00752,Aciclovir,Sirop,20 mg,Non,Avec ordonnance,14.83,fr
MED04645,Diazepam,Inhalateur,1 %,Oui,Avec ordonnance,41.29,fr
MED02532,Atorvastatin,Pommade,10 mg,Non,Sans ordonnance,19.01,fr
MED00622,Sitagliptin,Crème,1000 mg,Non,Avec ordonnance,27.72,fr
MED02298,Diclofenac,Comprimé,100 µg/dose,Non,Avec ordonnance,4.58,fr
MED03829,Diazepam,Comprimé,1 %,Oui,Avec ordonnance,12.59,fr
MED00567,Azithromycin,Inhalateur,5 mg/ml,Non,Avec ordonnance,18.71,fr
MED01136,Fluoxetine,Gélule,850 mg,Oui,Avec ordonnance,70.64,fr
MED01205,Montelukast,Sirop,20 mg,Oui,Avec ordonnance,20.51,fr
MED01048,Propranolol,Crème,2 %,Oui,Avec ordonnance,4.55,fr
MED00052,Cetirizine,Solution buvable,200 mg,Non,Sans ordonnance,7.13,fr
MED03652,Escitalopram,Comprimé,10 mg,Oui,Avec ordonnance,4.19,fr
